Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1324941187057250306,"コロナ禍の中でも、台湾映画は元気いっぱいです！現在開催中の第33回東京国際映画祭では、「#台湾電影ルネッサンス2020」と題する台湾映画特集で、選りすぐりの台湾映画4作品を上映しています。日本の皆さんに、映画を通して台湾にもっと触れていただきたいと思います。

🎬https://t.co/bNLklWx1jg https://t.co/MLhsiMBIE4",蔡英文 Tsai Ing-wen,iingwen,2020-11-07T05:06:09.000Z,Sat Nov 07 05:06:09 +0000 2020,8906,1353,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://2020.tiff-jp.net/ja/tcr2020/ ,1,0,photo,https://pbs.twimg.com/media/EmMi-MPUcAAOj96.jpg,,,
1324699752412295170,Congratulations to Prime Minister @ComradeRalph on your reelection. #Taiwan &amp; #SaintVincentAndTheGrenadines have a strong &amp; enduring partnership. We appreciate your support for our international participation &amp; hope to keep building on our close friendship for years to come. https://t.co/in29Gwl3hE,蔡英文 Tsai Ing-wen,iingwen,2020-11-06T13:06:47.000Z,Fri Nov 06 13:06:47 +0000 2020,3865,313,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,photo,https://pbs.twimg.com/media/EmJHZK0VcAIa2_U.jpg,,,
1324656222348275713,My heart goes out to everyone affected by Hurricane Eta. Taiwan sends its deepest sympathies to our allies &amp; friends in Central America at this difficult time. We will do our best to help those in need.,蔡英文 Tsai Ing-wen,iingwen,2020-11-06T10:13:48.000Z,Fri Nov 06 10:13:48 +0000 2020,2364,216,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1324656220486033409,"Mis pensamientos están con todas las personas afectadas por el huracán Eta. En estos momentos tan difíciles, Taiwán envía sus más sinceras condolencias a aliados y amigos en Centroamérica. Haremos todo lo que podamos para ayudar a quienes lo necesiten.",蔡英文 Tsai Ing-wen,iingwen,2020-11-06T10:13:48.000Z,Fri Nov 06 10:13:48 +0000 2020,3255,340,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1324304820291788801,"I’m delighted that our friends in #Europe are speaking up for #Taiwan! Over 600 lawmakers from 25 European countries have made their voices heard, requesting Taiwan’s participation in the @WHO. Thank you to Europe’s Formosa Club for standing with Taiwan &amp; global health. https://t.co/eNjxEvO3vw",蔡英文 Tsai Ing-wen,iingwen,2020-11-05T10:57:28.000Z,Thu Nov 05 10:57:28 +0000 2020,9001,1095,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,photo,https://pbs.twimg.com/media/EmDgNVoU0AIhjjz.jpg,,,
1323867066474983424,It’s great to know we have such good friends all over the continent of #Africa! We welcome the founding of Africa’s Formosa Club &amp; your support for #Taiwan’s participation in the @WHO. This is an excellent platform for strengthening Taiwan’s partnerships throughout Africa. https://t.co/sasse8MTpv,蔡英文 Tsai Ing-wen,iingwen,2020-11-04T05:57:59.000Z,Wed Nov 04 05:57:59 +0000 2020,4074,391,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MOFA_Taiwan/status/1323612956261670913 ,2,1,,,,,
1323468740726452226,News of the terror attack in Vienna has left me with a heavy heart. We in Taiwan share our sympathies with the people of Austria &amp; all those affected during this painful time.,蔡英文 Tsai Ing-wen,iingwen,2020-11-03T03:35:11.000Z,Tue Nov 03 03:35:11 +0000 2020,8728,887,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1323143496144883712,"Thank you to our good friends in Europe for supporting #Taiwan’s inclusion in the @WHO. We all know that by allowing us to share the #TaiwanModel, #TaiwanCanHelp the world. https://t.co/lkjfqS3PST",蔡英文 Tsai Ing-wen,iingwen,2020-11-02T06:02:46.000Z,Mon Nov 02 06:02:46 +0000 2020,5776,766,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MOFA_Taiwan/status/1323058974250299392 ,3,1,,,,,
1322795703291191296,"Take a closer look at the 🎥  three crucial steps we took to contain the #COVID outbreak using the #TaiwanModel. As a responsible member of the global community, #Taiwan is committed to sharing our knowledge &amp; experience with the world. #TaiwanCanHelp https://t.co/BKRhrZ6ZCg",蔡英文 Tsai Ing-wen,iingwen,2020-11-01T07:00:46.000Z,Sun Nov 01 07:00:46 +0000 2020,9445,2053,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,4,0,video,https://video.twimg.com/amplify_video/1322069898990813184/pl/5BaVmZJyKd9p-9VK.m3u8?tag=13,,,
1322520559670816769,"Today, people in Taiwan march to show their pride &amp; celebrate everyone’s right to love &amp; be loved. We're grateful to be able to hold #TaiwanPride🌈during a difficult time for the world &amp; will continue to be a beacon of human rights in Asia. For this, we can all be #ProudOfTaiwan. https://t.co/EsdbpxY9QJ",蔡英文 Tsai Ing-wen,iingwen,2020-10-31T12:47:27.000Z,Sat Oct 31 12:47:27 +0000 2020,16969,3381,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/ElqJbujVcAELPgW.jpg,https://pbs.twimg.com/media/ElqJbumU0AAs-g_.jpg,https://pbs.twimg.com/media/ElqJbukVkAEjd6S.jpg,https://pbs.twimg.com/media/ElqJbulUYAAmfdW.jpg
1322398674199011328,"My heart goes out to all those affected by the earthquake in Turkey &amp; Greece. The people of Taiwan have you in their thoughts, while our government is ready to offer its support.",蔡英文 Tsai Ing-wen,iingwen,2020-10-31T04:43:07.000Z,Sat Oct 31 04:43:07 +0000 2020,8231,970,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1322117878766686209,It was my pleasure to honour these seven pioneers for their innovations &amp; contributions to #Taiwan at @ITRI_Taiwan. I hope that their successes will continue to inspire future generations to make their mark on the world. https://t.co/bZnAH3ULv1,蔡英文 Tsai Ing-wen,iingwen,2020-10-30T10:07:20.000Z,Fri Oct 30 10:07:20 +0000 2020,2681,254,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,1,1,video,https://video.twimg.com/amplify_video/1322082606750425088/vid/480x270/L-kIwKtMRugZiftg.mp4?tag=13,,,
1322095660695392258,"It has been a difficult year for everyone involved in tourism around the world, so I visited the Taipei International Travel Fair to show support for the industry. We are fortunate to be able to travel freely in #Taiwan, &amp; grateful to see domestic tourism making a recovery. https://t.co/lngDnOLcC1",蔡英文 Tsai Ing-wen,iingwen,2020-10-30T08:39:03.000Z,Fri Oct 30 08:39:03 +0000 2020,4484,504,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,video,https://video.twimg.com/ext_tw_video/1322095620132229120/pu/vid/1080x720/Y9sLao1u_xkn5Qwt.mp4?tag=10,,,
1322021197463212034,"I’m deeply saddened by the news of the attack at the Notre Dame Basilica in Nice. Taiwan stands with the people of France at this trying time, &amp; supports their values of freedom &amp; diversity.",蔡英文 Tsai Ing-wen,iingwen,2020-10-30T03:43:10.000Z,Fri Oct 30 03:43:10 +0000 2020,10766,1284,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1321810157240659968,".@NDI deciding to set up an office in Taiwan is great news. We will give you a greater platform to promote democratic values, civil society participation &amp; human rights in the Indo-Pacific. This is a big step in the right direction for the #Taiwan-#US partnership. https://t.co/VjDGRCGMJd",蔡英文 Tsai Ing-wen,iingwen,2020-10-29T13:44:34.000Z,Thu Oct 29 13:44:34 +0000 2020,1869,209,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/NDI/status/1321489405320798215 ,2,1,,,,,
1321807236927123457,"We welcome @IRIglobal’s decision to set up an office in #Taiwan, &amp; look forward to working together to build more resilient, democratic societies. We’ve maintained friendly ties for decades &amp; are certain your presence in Taiwan will bolster regional freedom &amp; democracy. https://t.co/91zyYygTXs",蔡英文 Tsai Ing-wen,iingwen,2020-10-29T13:32:57.000Z,Thu Oct 29 13:32:57 +0000 2020,2173,214,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/IRIglobal/status/1321440072344821762 ,1,1,,,,,
1321754655978708998,"Today we mourn the loss of Air Force Captain Chu Kuan-meng. My thoughts are with his loved ones and brothers &amp; sisters in the military at this difficult time. We deeply appreciate his dedication to keeping Taiwan safe, &amp; will always remember his sacrifice. https://t.co/KQBIISqEmG",蔡英文 Tsai Ing-wen,iingwen,2020-10-29T10:04:01.000Z,Thu Oct 29 10:04:01 +0000 2020,6116,640,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MoNDefense/status/1321663710377619457 ,0,0,,,,,
1321397411672018946,"It’s heartening to see such a caring show of support for our soldiers as they go through their training exercises. Some onlookers described the rumbling engine sounds as “reassuring”, making us so proud of the trust &amp; respect our people have for the military. https://t.co/UrEK7tcQGc",蔡英文 Tsai Ing-wen,iingwen,2020-10-28T10:24:27.000Z,Wed Oct 28 10:24:27 +0000 2020,14260,1661,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/ElaLmOOVgAAWu74.jpg,https://pbs.twimg.com/media/ElaL06FUUAATYca.jpg,,
1321036349755985921,"President @musebiihi, glad to see our collaboration is bearing fruit. As fellow democracies, I'm sure there is a bright future ahead for the #Taiwan-#Somaliland partnership. https://t.co/cfIp6BcKLV",蔡英文 Tsai Ing-wen,iingwen,2020-10-27T10:29:44.000Z,Tue Oct 27 10:29:44 +0000 2020,2655,304,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/musebiihi/status/1320685511401443328 ,2,1,,,,,
1320994343105118209,"We are deeply grateful to everyone in our police, firefighting &amp; coast guard services for dedicating themselves to our safety. It was my honour to visit the Taiwan Police College &amp; speak to the talented young people on their way to becoming the heroes who keep #Taiwan safe. https://t.co/omRFtDnphn",蔡英文 Tsai Ing-wen,iingwen,2020-10-27T07:42:48.000Z,Tue Oct 27 07:42:48 +0000 2020,5929,582,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/ElUdVWhVMAALqjr.jpg,https://pbs.twimg.com/media/ElUdVWiUUAIrp8l.jpg,https://pbs.twimg.com/media/ElUdVWjVcAAJT3L.jpg,https://pbs.twimg.com/media/ElUdVWlVcAEh43F.jpg
1320718428483637249,"I am proud to be part of reimagining Taiwan with @Microsoft &amp; welcome their investment. Our collaboration is yet another step forward for the #Taiwan-#US partnership, as we reimagine supply chains &amp; create business opportunities for a better tomorrow. https://t.co/f9F8EWsN7E",蔡英文 Tsai Ing-wen,iingwen,2020-10-26T13:26:25.000Z,Mon Oct 26 13:26:25 +0000 2020,4893,532,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,photo,https://pbs.twimg.com/media/ElQiZD7UYAA_lFT.jpg,https://pbs.twimg.com/media/ElQiZD3VcAEwy10.jpg,https://pbs.twimg.com/media/ElQiZD4VkAEvUbJ.jpg,https://pbs.twimg.com/media/ElQiZD2VkAAgtN-.jpg
1320620837540487170,"It was a pleasure to welcome new #Nicaragua ambassador to #Taiwan Mirna Mariela Rivera. We share a long history of cooperation, &amp; are sure that by continuing to work together, we can help guide our countries towards a brighter future. https://t.co/97Cez4ao08",蔡英文 Tsai Ing-wen,iingwen,2020-10-26T06:58:38.000Z,Mon Oct 26 06:58:38 +0000 2020,11731,1079,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/ElPJpUGUUAYRGvB.jpg,,,
1320573784441540610,"A good cup of coffee is what you need to get going on Monday morning, so here you go! 

Pour over / Origin: Nantou, #Taiwan / Guest Barista: Ing-wen https://t.co/vswwHAucV9",蔡英文 Tsai Ing-wen,iingwen,2020-10-26T03:51:39.000Z,Mon Oct 26 03:51:39 +0000 2020,8219,711,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/ElOetOyUwAUb7QL.jpg,https://pbs.twimg.com/media/ElOezm7VMAI2Zro.jpg,,
1320191467906760704,#Taiwan is home to a tapestry of unique indigenous cultures. Learning about their histories in the idyllic #Taitung county was truly eye-opening. I hope that everyone in Taiwan &amp; around the world has a chance to learn about their stories. https://t.co/4GGruv2pAF,蔡英文 Tsai Ing-wen,iingwen,2020-10-25T02:32:28.000Z,Sun Oct 25 02:32:28 +0000 2020,6015,640,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,video,https://video.twimg.com/ext_tw_video/1320191398394511361/pu/vid/540x360/xwdkdGtiu9oJQXp5.mp4?tag=10,,,
1319608312640524288,"#Taiwan has valuable medical experience &amp; expertise to share with the world, so I was proud to discuss our contributions with healthcare professionals at our Global Health Forum. Through int’l cooperation, I am sure we can do more to combat #COVID19 &amp; build a healthier future. https://t.co/4V5p8NdAGB",蔡英文 Tsai Ing-wen,iingwen,2020-10-23T11:55:13.000Z,Fri Oct 23 11:55:13 +0000 2020,6740,831,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/ElAwwWeUcAEJoxf.jpg,https://pbs.twimg.com/media/ElAwwWfUYAA9VAr.jpg,https://pbs.twimg.com/media/ElAwwWoUUAECF4F.jpg,https://pbs.twimg.com/media/ElAwwWsUYAAJ_cj.jpg
